Tanggal,Emas,Dollar,Minyak Dunia,SNP 500
12/8/2022,"1.798,60","14.395,0","94,79",4119
15/08/2022,"1.781,40","14.390,0","93,59",4091
16/08/2022,"1.773,20","14.355,0","101,65",4155
17/08/2022,"1.760,30","14.340,0","103,09",4152
18/08/2022,"1.755,30","14.350,0","109,97",4145
19/08/2022,"1.747,60","14.325,0","109,27",4140
22/08/2022,"1.734,00","14.300,0","111,99",4122
23/08/2022,"1.746,80","14.255,0","109,43",4210
24/08/2022,"1.747,80","14.315,0","111,06",4207
25/08/2022,"1.757,70","14.325,0","103,42",4280
26/08/2022,"1.736,10","14.325,0","102,05",4297
29/08/2022,"1.736,60","14.361,0","105,68",4305
30/08/2022,"1.723,20","14.335,0","98,52",4274
31/08/2022,"1.712,80","14.380,0","97,90",4284
1/9/2022,"1.696,60","14.365,0","101,84",4228
2/9/2022,"1.709,80","14.335,0","100,68",4138
6/9/2022,"1.700,40","14.385,0","95,41",4129
7/9/2022,"1.715,30","14.385,0","95,51",4141
8/9/2022,"1.708,00","14.405,0","97,73",4199
9/9/2022,"1.716,20","14.395,0","93,92",4058
12/9/2022,"1.728,10","14.345,0","100,15",4031
13/09/2022,"1.705,00","14.275,0","103,79",3986
14/09/2022,"1.696,50","14.300,0","106,38",3955
15/09/2022,"1.665,40","14.330,0","107,61",3967
16/09/2022,"1.671,70","14.325,0","102,05",3924
19/09/2022,"1.666,20","14.310,0","102,19",3908
20/09/2022,"1.659,70","14.300,0","102,96",3980
21/09/2022,"1.664,60","14.340,0","101,05",4006
22/09/2022,"1.670,80","14.338,0","97,67",4067
23/09/2022,"1.645,30","14.356,0","100,41",4110
26/09/2022,"1.623,30","14.345,0","100,68",3933
27/09/2022,"1.626,70","14.344,0","103,47",3946
28/09/2022,"1.660,40","14.340,0","102,94",3901
29/09/2022,"1.658,50","14.362,0","103,42",3873
30/09/2022,"1.662,40","14.363,0","100,90",3900
3/10/2022,"1.692,90","14.340,0","106,22",3856
4/10/2022,"1.721,10","14.368,0","106,74",3790
5/10/2022,"1.711,40","14.365,0","108,33",3758
6/10/2022,"1.711,70","14.353,0","101,77",3693
7/10/2022,"1.700,50","14.345,0","98,45",3655
10/10/2022,"1.667,30","14.355,0","104,03",3647
11/10/2022,"1.678,70","14.358,0","104,40",3719
12/10/2022,"1.670,30","14.360,0","108,63",3640
13/10/2022,"1.670,00","14.365,0","111,82",3586
14/10/2022,"1.641,70","14.360,0","109,63",3678
17/10/2022,"1.657,00","14.362,0","107,04",3791
18/10/2022,"1.649,00","14.343,0","109,89",3783
19/10/2022,"1.627,50","14.353,0","110,28",3745
20/10/2022,"1.630,80","14.335,0","107,54",3640
21/10/2022,"1.651,00","14.355,0","107,20",3612
24/10/2022,"1.648,70","14.343,0","107,75",3589
25/10/2022,"1.652,80","14.356,0","111,25",3577
26/10/2022,"1.664,00","14.455,0","112,23",3670
27/10/2022,"1.660,70","14.410,0","115,61",3583
28/10/2022,"1.639,60","14.420,0","117,61",3678
31/10/2022,"1.635,90","14.495,0","111,91",3720
1/11/2022,"1.645,00","14.555,0","112,72",3695
2/11/2022,"1.645,70","14.555,0","114,30",3666
3/11/2022,"1.627,30","14.555,0","116,23",3753
4/11/2022,"1.672,50","14.595,0","116,06",3797
7/11/2022,"1.676,50","14.610,0","117,10",3859
8/11/2022,"1.712,10","14.645,0","119,78",3831
9/11/2022,"1.710,10","14.685,0","119,09",3807
10/11/2022,"1.750,30","14.730,0","118,12",3901
11/11/2022,"1.766,00","14.650,0","118,25",3872
14/11/2022,"1.773,60","14.670,0","116,26",3856
15/11/2022,"1.773,80","14.655,0","113,09",3760
16/11/2022,"1.773,00","14.630,0","115,25",3720
17/11/2022,"1.760,80","14.575,0","107,99",3771
18/11/2022,"1.751,90","14.557,0","108,94",3807
21/11/2022,"1.737,40","14.580,0","108,84",3828
22/11/2022,"1.738,30","14.480,0","109,52",3749
23/11/2022,"1.744,90","14.435,0","103,99",3956
25/11/2022,"1.753,30","14.450,0","101,58",3993
28/11/2022,"1.740,10","14.454,0","104,45",3957
29/11/2022,"1.748,40","14.490,0","106,38",3992
30/11/2022,"1.746,00","14.560,0","108,89",3959
1/12/2022,"1.801,10","14.550,0","107,01",3947
2/12/2022,"1.795,90","14.678,0","103,10",3965
5/12/2022,"1.767,40","14.695,0","105,39",3950
6/12/2022,"1.769,30","14.740,0","108,19",4004
7/12/2022,"1.785,50","14.765,0","110,40",4027
8/12/2022,"1.788,70","14.821,0","96,52",4026
9/12/2022,"1.798,10","14.830,0","94,98",3964
12/12/2022,"1.780,50","14.810,0","99,25",3958
13/12/2022,"1.813,90","14.865,0","101,53",4080
14/12/2022,"1.807,50","14.835,0","101,21",4077
15/12/2022,"1.777,20","14.845,0","93,31",4072
16/12/2022,"1.790,00","14.800,0","93,83",3999
19/12/2022,"1.787,70","14.835,0","92,83",3941
20/12/2022,"1.815,90","14.849,0","94,57",3934
21/12/2022,"1.815,90","14.895,0","99,42",3964
22/12/2022,"1.787,00","14.935,0","100,74",3934
23/12/2022,"1.795,90","14.965,0","99,88",3991
27/12/2022,"1.814,80","14.985,0","93,78",4020
28/12/2022,"1.807,90","14.995,0","92,43",3995
29/12/2022,"1.819,50","14.995,0","94,42",3896
30/12/2022,"1.819,70","14.975,0","92,88",3852
3/1/2023,"1.839,70","14.970,0","95,29",3818
4/1/2023,"1.852,80","14.985,0","94,65",3822
5/1/2023,"1.834,80","14.985,0","96,75",3878
6/1/2023,"1.864,20","14.990,0","92,39",3822
9/1/2023,"1.872,70","14.990,0","93,22",3845
10/1/2023,"1.871,60","14.982,0","89,74",3829
11/1/2023,"1.874,60","14.975,0","87,56",3783
12/1/2023,"1.895,50","14.985,0","88,08",3849
13/01/2023,"1.918,40","15.030,0","89,93",3840
17/01/2023,"1.907,20","15.015,0","89,67",3824
18/01/2023,"1.904,40","14.995,0","91,20",3853
19/01/2023,"1.922,10","14.995,0","93,53",3808
20/01/2023,"1.926,40","15.010,0","91,46",3895
23/01/2023,"1.927,10","14.930,0","88,85",3892
24/01/2023,"1.933,90","14.830,0","86,16",3919
25/01/2023,"1.941,20","14.870,0","87,69",3970
26/01/2023,"1.929,10","14.890,0","90,11",3983
27/01/2023,"1.928,60","14.910,0","90,44",3999
30/01/2023,"1.922,90","14.930,0","90,36",3991
31/01/2023,"1.929,50","14.890,0","93,25",3929
1/2/2023,"1.927,80","14.875,0","94,40",3899
2/2/2023,"1.916,30","14.850,0","92,19",3973
3/2/2023,"1.862,90","14.870,0","92,39",4020
6/2/2023,"1.866,20","14.765,0","96,19",4017
7/2/2023,"1.871,70","14.665,0","91,17",4016
8/2/2023,"1.877,40","14.740,0","89,03",4060
9/2/2023,"1.866,20","14.765,0","86,22",4071
10/2/2023,"1.862,80","14.830,0","86,48",4018
13/02/2023,"1.851,90","14.835,0","88,25",4077
14/02/2023,"1.854,00","14.885,0","88,96",4119
15/02/2023,"1.834,20","14.835,0","86,51",4180
16/02/2023,"1.842,00","14.845,0","81,63",4136
17/02/2023,"1.840,40","14.820,0","83,07",4111
21/02/2023,"1.833,00","14.815,0","86,36",4164
22/02/2023,"1.832,00","14.895,0","87,41",4118
23/02/2023,"1.818,00","14.840,0","86,89",4082
24/02/2023,"1.808,80","14.840,0","88,05",4090
27/02/2023,"1.817,00","14.880,0","84,65",4137
28/02/2023,"1.828,90","14.895,0","84,76",4136
1/3/2023,"1.837,70","14.900,0","85,36",4148
2/3/2023,"1.833,50","14.885,0","83,94",4090
3/3/2023,"1.847,70","14.915,0","82,43",4079
6/3/2023,"1.847,90","14.895,0","83,03",3997
7/3/2023,"1.813,90","14.828,0","78,25",3991
8/3/2023,"1.812,70","14.840,0","76,18",4012
9/3/2023,"1.829,30","14.850,0","77,81",3970
10/3/2023,"1.862,00","14.905,0","81,24",3982
13/03/2023,"1.911,70","14.895,0","80,42",3970
14/03/2023,"1.906,20","14.950,0","78,72",3951
15/03/2023,"1.926,60","14.975,0","82,70",3981
16/03/2023,"1.919,00","14.980,0","85,50",4046
17/03/2023,"1.969,80","14.995,0","86,84",4048
20/03/2023,"1.979,20","15.015,0","87,59",3986
21/03/2023,"1.938,00","15.035,0","91,35",3992
22/03/2023,"1.946,80","15.125,0","89,84",3918
23/03/2023,"1.993,80","15.120,0","87,97",3862
24/03/2023,"1.982,10","15.260,0","86,06",3856
27/03/2023,"1.952,40","15.260,0","87,95",3919
28/03/2023,"1.972,40","15.225,0","84,65",3892
29/03/2023,"1.966,10","15.300,0","84,53",3960
30/03/2023,"1.980,30","15.245,0","82,07",3917
31/03/2023,"1.969,00","15.190,0","84,52",3952
3/4/2023,"1.983,90","15.185,0","84,51",4003
4/4/2023,"2.022,20","15.250,0","83,95",3937
5/4/2023,"2.020,90","15.310,0","83,59",3949
6/4/2023,"2.011,90","15.355,0","84,31",3971
10/4/2023,"1.989,10","15.355,0","86,68",3978
11/4/2023,"2.004,80","15.360,0","87,83",3971
12/4/2023,"2.010,90","15.425,0","86,61",4028
13/04/2023,"2.041,30","15.485,0","85,40",4051
14/04/2023,"2.002,20","15.465,0","87,19",4109
17/04/2023,"1.994,20","15.495,0","88,86",4125
18/04/2023,"2.007,40","15.570,0","87,18",4101
19/04/2023,"1.995,20","15.630,0","91,45",4090
20/04/2023,"2.007,60","15.585,0","90,73",4105
21/04/2023,"1.979,50","15.620,0","88,00",4109
24/04/2023,"1.989,10","15.569,0","85,00",4109
25/04/2023,"1.994,00","15.565,0","85,66",4092
26/04/2023,"1.985,70","15.548,0","88,16",4146
27/04/2023,"1.989,90","15.595,0","85,16",4138
28/04/2023,"1.990,10","15.625,0","86,25",4151
1/5/2023,"1.983,40","15.645,0","85,00",4155
2/5/2023,"2.014,30","15.695,0","81,40",4155
3/5/2023,"2.028,60","15.735,0","80,11",4130
4/5/2023,"2.048,00","15.705,0","80,04",4134
5/5/2023,"2.017,40","15.695,0","80,73",4137
8/5/2023,"2.026,30","15.658,0","78,07",4072
9/5/2023,"2.036,20","15.690,0","77,95",4056
10/5/2023,"2.030,50","15.490,0","76,43",4135
11/5/2023,"2.014,70","15.515,0","77,33",4169
12/5/2023,"2.014,50","15.535,0","78,28",4168
15/05/2023,"2.018,00","15.600,0","80,66",4120
16/05/2023,"1.988,40","15.660,0","81,14",4091
17/05/2023,"1.980,70","15.685,0","80,05",4061
18/05/2023,"1.956,50","15.710,0","77,08",4136
19/05/2023,"1.978,70","15.695,0","74,46",4138
22/05/2023,"1.974,80","15.685,0","72,28",4119
23/05/2023,"1.972,40","15.663,0","71,58",4138
24/05/2023,"1.962,80","15.670,0","71,21",4131
25/05/2023,"1.943,10","15.720,0","73,28",4124
26/05/2023,"1.944,10","15.740,0","75,44",4136
30/05/2023,"1.958,00","15.730,0","77,31",4110
31/05/2023,"1.963,90","15.560,0","76,15",4159
1/6/2023,"1.978,00","15.425,0","74,46",4198
2/6/2023,"1.952,40","15.465,0","75,38",4192
5/6/2023,"1.958,00","15.615,0","76,23",4193
6/6/2023,"1.965,50","15.635,0","78,24",4146
7/6/2023,"1.942,70","15.620,0","77,42",4115
8/6/2023,"1.963,60","15.582,0","79,64",4151
9/6/2023,"1.962,20","15.625,0","80,97",4205
12/6/2023,"1.955,30","15.655,0","79,64",4206
13/06/2023,"1.944,60","15.590,0","79,08",4180
14/06/2023,"1.955,30","15.615,0","78,50",4221
15/06/2023,"1.957,80","15.595,0","80,45",4282
16/06/2023,"1.958,40","15.595,0","80,47",4274
20/06/2023,"1.935,50","15.600,0","77,12",4284
21/06/2023,"1.933,30","15.585,0","73,10",4268
22/06/2023,"1.912,70","15.580,0","73,92",4294
23/06/2023,"1.919,10","15.590,0","74,04",4299
26/06/2023,"1.923,70","15.630,0","74,92",4339
27/06/2023,"1.914,00","15.660,0","75,37",4369
28/06/2023,"1.912,30","15.700,0","77,68",4373
29/06/2023,"1.909,20","15.655,0","78,65",4426
30/06/2023,"1.921,10","15.565,0","80,11",4410
3/7/2023,"1.921,70","15.570,0","79,78",4389
5/7/2023,"1.919,60","15.595,0","79,04",4366
6/7/2023,"1.908,70","15.585,0","80,45",4382
7/7/2023,"1.926,20","15.605,0","79,80",4348
10/7/2023,"1.925,00","15.630,0","80,61",4329
11/7/2023,"1.931,30","15.565,0","81,64",4378
12/7/2023,"1.956,20","15.570,0","81,93",4377
13/07/2023,"1.959,20","15.480,0","80,44",4396
14/07/2023,"1.960,10","15.336,0","80,44",4450
17/07/2023,"1.952,40","15.140,0","81,28",4456
18/07/2023,"1.977,20","15.040,0","79,96",4447
19/07/2023,"1.977,50","15.160,0","78,18",4412
20/07/2023,"1.968,30","15.085,0","79,17",4399
21/07/2023,"1.964,30","15.100,0","76,73",4410
24/07/2023,"1.960,30","15.070,0","76,20",4439
25/07/2023,"1.962,10","14.885,0","73,74",4472
26/07/2023,"1.968,90","14.960,0","74,47",4510
27/07/2023,"1.945,40","14.945,0","77,39",4505
28/07/2023,"1.960,40","14.980,0","78,69",4523
31/07/2023,"1.970,50","14.965,0","78,27",4555
1/8/2023,"1.940,70","14.985,0","79,92",4566
2/8/2023,"1.937,40","14.970,0","80,33",4535
3/8/2023,"1.932,00","14.875,0","79,24",4536
4/8/2023,"1.939,60","14.890,0","78,83",4555
7/8/2023,"1.933,50","15.050,0","78,74",4567
8/8/2023,"1.924,10","15.140,0","76,55",4567
9/8/2023,"1.915,40","15.095,0","76,67",4537
10/8/2023,"1.914,40","15.090,0","77,30",4582
11/8/2023,"1.912,90","15.130,0","76,36",4589
14/08/2023,"1.910,60","15.190,0","74,19",4577
15/08/2023,"1.902,50","15.155,0","75,60",4513
16/08/2023,"1.896,10","15.200,0","76,47",4502
17/08/2023,"1.884,10","15.153,0","75,81",4478
18/08/2023,"1.886,10","15.200,0","77,19",4518
21/08/2023,"1.893,30","15.155,0","77,83",4499
22/08/2023,"1.896,40","15.185,0","78,31",4468
23/08/2023,"1.918,50","15.200,0","79,79",4469
24/08/2023,"1.918,20","15.185,0","80,56",4464
25/08/2023,"1.911,10","15.220,0","77,72",4490
28/08/2023,"1.917,90","15.265,0","76,81",4438
29/08/2023,"1.936,50","15.245,0","75,84",4404
30/08/2023,"1.944,30","15.230,0","76,78",4370
31/08/2023,"1.938,20","15.275,0","74,91",4370
1/9/2023,"1.939,80","15.295,0","71,49",4400
5/9/2023,"1.926,20","15.290,0","67,74",4388
6/9/2023,"1.918,10","15.345,0","68,52",4436
7/9/2023,"1.917,50","15.430,0","66,93",4376
8/9/2023,"1.918,40","15.420,0","67,82",4406
11/9/2023,"1.923,30","15.445,0","69,67",4433
12/9/2023,"1.911,30","15.360,0","71,02",4498
13/09/2023,"1.909,10","15.380,0","70,12",4515
14/09/2023,"1.910,00","15.360,0","69,41",4508
15/09/2023,"1.923,70","15.375,0","72,93",4516
18/09/2023,"1.931,50","15.340,0","73,34",4497
19/09/2023,"1.932,00","15.355,0","73,12",4465
20/09/2023,"1.945,60","15.340,0","74,49",4451
21/09/2023,"1.919,20","15.150,0","75,80",4457
22/09/2023,"1.925,40","15.155,0","80,44",4487
25/09/2023,"1.916,60","15.085,0","80,72",4462
26/09/2023,"1.900,40","15.060,0","80,63",4467
27/09/2023,"1.871,60","15.045,0","80,68",4505
28/09/2023,"1.860,40","14.990,0","79,77",4450
29/09/2023,"1.848,10","14.965,0","81,49",4454
2/10/2023,"1.830,00","14.895,0","83,09",4444
3/10/2023,"1.824,60","14.920,0","82,04",4402
4/10/2023,"1.818,50","14.910,0","82,43",4330
5/10/2023,"1.816,60","14.899,0","80,83",4320
6/10/2023,"1.830,20","14.881,0","80,90",4337
9/10/2023,"1.849,50","14.875,0","79,24",4274
10/10/2023,"1.861,00","14.750,0","77,37",4275
11/10/2023,"1.872,80","14.695,0","77,71",4300
12/10/2023,"1.869,30","14.785,0","78,60",4288
13/10/2023,"1.927,40","14.840,0","76,87",4288
16/10/2023,"1.921,10","14.830,0","74,19",4229
17/10/2023,"1.922,70","14.700,0","74,58",4264
18/10/2023,"1.955,30","14.665,0","76,61",4258
19/10/2023,"1.968,40","14.700,0","75,51",4309
20/10/2023,"1.982,50","14.680,0","71,55",4336
23/10/2023,"1.976,30","14.675,0","68,55",4358
24/10/2023,"1.975,00","14.670,0","68,51",4377
25/10/2023,"1.984,10","14.695,0","71,27",4350
26/10/2023,"1.987,20","14.725,0","73,07",4328
27/10/2023,"1.988,60","14.720,0","73,62",4374
30/10/2023,"1.996,20","14.720,0","72,52",4373
31/10/2023,"1.985,20","14.745,0","70,88",4315
1/11/2023,"1.978,80","14.795,0","70,02",4278
2/11/2023,"1.985,60","14.815,0","71,09",4224
3/11/2023,"1.991,50","14.860,0","70,84",4217
6/11/2023,"1.981,60","14.923,0","72,89",4248
7/11/2023,"1.966,80","14.920,0","71,94",4187
8/11/2023,"1.951,50","14.885,0","71,69",4137
9/11/2023,"1.964,20","14.875,0","72,05",4117
10/11/2023,"1.932,60","14.895,0","72,85",4167
13/11/2023,"1.945,50","14.945,0","74,29",4194
14/11/2023,"1.961,80","14.950,0","71,93",4238
15/11/2023,"1.960,10","14.965,0","72,76",4318
16/11/2023,"1.983,90","14.980,0","73,22",4358
17/11/2023,"1.981,60","14.985,0","72,87",4366
20/11/2023,"1.977,70","14.914,0","69,60",4378
21/11/2023,"1.999,30","14.902,0","68,24",4383
22/11/2023,"1.991,40","14.885,0","70,20",4347
24/11/2023,"2.002,20","14.855,0","71,84",4415
27/11/2023,"2.011,80","14.875,0","72,26",4412
28/11/2023,"2.039,70","14.890,0","71,85",4496
29/11/2023,"2.047,10","14.835,0","72,64",4503
30/11/2023,"2.038,10","14.860,0","71,44",4508
1/12/2023,"2.071,00","14.855,0","70,33",4514
4/12/2023,"2.024,10","14.895,0","67,29",4547
5/12/2023,"2.018,50","14.940,0","69,58",4538
6/12/2023,"2.030,50","14.930,0","68,46",4557
7/12/2023,"2.029,90","14.990,0","70,81",4559
8/12/2023,"1.998,30","14.995,0","71,93",4550
11/12/2023,"1.978,00","14.940,0","71,47",4555
12/12/2023,"1.977,80","14.935,0","71,31",4551
13/12/2023,"1.982,30","14.990,0","71,19",4568
14/12/2023,"2.030,20","15.010,0","72,52",4595
15/12/2023,"2.021,10","14.990,0","69,63",4570
18/12/2023,"2.026,30","14.987,9","69,32",4567
19/12/2023,"2.038,40","15.071,0","69,54",4549
20/12/2023,"2.034,50","15.040,4","67,90",4586
21/12/2023,"2.039,10","15.020,0","69,73",4604
22/12/2023,"2.057,10","14.990,0","70,02",4622
26/12/2023,"2.058,20","15.010,0","70,78",4644
27/12/2023,"2.081,90","15.040,0","69,91",4707
28/12/2023,"2.073,90","15.130,0","71,06",4720
29/12/2023,"2.062,40","15.190,0","71,88",4719
2/1/2024,"2.064,40","15.465,0","71,79",4741
3/1/2024,"2.034,20","15.475,0","73,77",4768
4/1/2024,"2.042,30","15.485,0","72,95",4698
5/1/2024,"2.042,40","15.510,0","74,71",4747
8/1/2024,"2.026,60","15.520,0","75,54",4755
9/1/2024,"2.026,40","15.515,0","76,76",4775
10/1/2024,"2.021,70","15.565,0","75,32",4782
11/1/2024,"2.014,30","15.545,0","74,08",4783
12/1/2024,"2.046,70","15.545,0","75,66",4770
16/01/2024,"2.026,00","15.550,0","75,29",4743
17/01/2024,"2.002,60","15.585,0","75,65",4705
18/01/2024,"2.018,60","15.635,0","76,78",4689
19/01/2024,"2.026,50","15.615,0","78,40",4697
22/01/2024,"2.019,80","15.610,0","79,20",4764
23/01/2024,"2.023,70","15.630,0","78,40",4757
24/01/2024,"2.013,90","15.625,0","79,63",4783
25/01/2024,"2.016,90","15.705,0","80,18",4780
26/01/2024,"2.016,80","15.820,0","81,32",4784
29/01/2024,"2.025,20","15.815,0","80,92",4766
30/01/2024,"2.031,50","15.805,0","79,13",4739
31/01/2024,"2.048,40","15.777,0","81,08",4781
1/2/2024,"2.053,00","15.775,0","82,27",4840
2/2/2024,"2.036,10","15.760,0","81,49",4850
5/2/2024,"2.025,70","15.655,0","82,36",4865
6/2/2024,"2.034,50","15.700,0","83,69",4869
7/2/2024,"2.035,20","15.725,0","82,29",4894
8/2/2024,"2.032,20","15.630,0","82,57",4891
9/2/2024,"2.023,30","15.665,0","81,92",4928
12/2/2024,"2.018,20","15.611,5","80,50",4925
13/02/2024,"1.992,90","15.590,0","79,02",4846
14/02/2024,"1.990,30","15.590,0","79,90",4906
15/02/2024,"2.002,10","15.632,0","80,66",4959
16/02/2024,"2.011,50","15.615,0","80,12",4943
20/02/2024,"2.027,50","15.615,0","79,64",4954
21/02/2024,"2.022,30","15.625,0","78,59",4995
22/02/2024,"2.019,70","15.655,0","78,66",4998
23/02/2024,"2.038,60","15.630,0","79,49",5027
26/02/2024,"2.028,50","15.585,0","79,67",5022
27/02/2024,"2.034,00","15.590,0","80,68",4953
28/02/2024,"2.033,00","15.625,0","81,12",5001
29/02/2024,"2.045,70","15.635,0","82,96",5030
1/3/2024,"2.086,90","15.680,0","84,75",5006
4/3/2024,"2.117,70","15.710,0","85,85",4976
5/3/2024,"2.133,50","15.695,0","85,82",4982
6/3/2024,"2.150,30","15.735,0","86,01",5087
7/3/2024,"2.158,00","15.765,0","86,79",5089
8/3/2024,"2.178,60","15.695,0","86,15",5070
11/3/2024,"2.182,50","15.650,0","86,81",5078
12/3/2024,"2.160,40","15.585,0","86,66",5070
13/03/2024,"2.175,40","15.525,0","88,16",5096
14/03/2024,"2.163,00","15.561,0","87,88",5137
15/03/2024,"2.157,30","15.570,0","89,61",5131
18/03/2024,"2.160,70","15.575,0","90,02",5079
19/03/2024,"2.156,30","15.590,0","90,58",5105
20/03/2024,"2.157,90","15.685,0","90,48",5157
21/03/2024,"2.182,40","15.710,0","89,66",5124
22/03/2024,"2.158,10","15.710,0","88,32",5118
25/03/2024,"2.174,80","15.655,0","88,35",5175
26/03/2024,"2.175,60","15.775,0","88,17",5165
27/03/2024,"2.190,60","15.795,0","88,78",5150
28/03/2024,"2.217,40","15.785,0","91,30",5117
1/4/2024,"2.236,50","15.850,0","89,59",5149
2/4/2024,"2.261,00","15.850,0","88,80",5179
3/4/2024,"2.294,40","15.880,0","87,17",5225
4/4/2024,"2.288,80","15.885,0","87,44",5242
5/4/2024,"2.325,70","15.895,0","82,55",5234
8/4/2024,"2.331,70","15.915,0","80,81",5218
9/4/2024,"2.343,50","15.890,0","81,28",5204
10/4/2024,"2.329,60","15.840,0","84,60",5248
11/4/2024,"2.354,80","15.925,0","84,13",5254
12/4/2024,"2.356,20","15.899,0","82,07",5244
15/04/2024,"2.365,80","15.998,0","81,80",5206
16/04/2024,"2.390,80","16.031,0","86,35",5211
17/04/2024,"2.371,70","16.117,0","85,26",5147
18/04/2024,"2.382,30","16.116,7","85,44",5204
19/04/2024,"2.398,40","16.170,0","87,27",5202
22/04/2024,"2.332,20","16.215,0","88,37",5210
23/04/2024,"2.327,70","16.170,0","88,08",5161
24/04/2024,"2.324,50","16.250,0","84,42",5199
25/04/2024,"2.329,80","16.230,0","82,97",5123
26/04/2024,"2.334,80","16.215,0","84,69",5062
29/04/2024,"2.345,40","16.150,0","82,54",5051
30/04/2024,"2.291,40","16.185,0","84,70",5022
1/5/2024,"2.299,90","16.205,0","81,68",5011
2/5/2024,"2.299,20","16.250,0","80,50",4967
3/5/2024,"2.299,00","16.255,0","80,10",5011
6/5/2024,"2.321,60","16.193,6","82,16",5071
7/5/2024,"2.315,20","16.180,0","80,23",5072
8/5/2024,"2.313,60","16.080,0","80,60",5048
9/5/2024,"2.332,10","16.020,0","77,21",5100
10/5/2024,"2.367,30","16.040,0","75,31",5116
13/05/2024,"2.336,10","16.040,0","75,75",5036
14/05/2024,"2.353,40","16.026,0","77,15",5018
15/05/2024,"2.388,70","16.058,9","78,19",5064
16/05/2024,"2.380,00","16.075,0","78,17",5128
17/05/2024,"2.412,20","16.090,0","76,79",5181
20/05/2024,"2.433,90","16.025,0","73,09",5188
21/05/2024,"2.421,70","15.920,0","76,04",5188
22/05/2024,"2.389,20","15.950,0","77,83",5214
23/05/2024,"2.335,00","15.970,0","77,92",5223
24/05/2024,"2.332,50","15.990,0","77,25",5221
28/05/2024,"2.355,20","15.990,0","76,34",5247
29/05/2024,"2.340,30","16.102,3","75,77",5308
30/05/2024,"2.342,90","16.045,0","75,09",5297
31/05/2024,"2.322,90","16.060,0","76,59",5303
3/6/2024,"2.346,60","16.085,0","77,99",5308
4/6/2024,"2.325,50","16.155,0","76,05",5321
5/6/2024,"2.354,10","16.255,0","74,25",5307
6/6/2024,"2.370,30","16.245,0","73,32",5268
7/6/2024,"2.305,20","16.225,0","72,53",5305
10/6/2024,"2.307,70","16.215,0","69,65",5306
11/6/2024,"2.307,50","16.280,0","69,59",5267
12/6/2024,"2.336,00","16.255,0","71,44",5235
13/06/2024,"2.300,20","16.190,0","71,56",5278
14/06/2024,"2.331,40","16.275,0","68,85",5283
17/06/2024,"2.312,40","16.285,0","69,72",5291
18/06/2024,"2.330,40","16.290,0","71,91",5354
20/06/2024,"2.353,80","16.265,0","71,78",5353
21/06/2024,"2.316,40","16.395,0","72,82",5347
24/06/2024,"2.330,00","16.486,0","73,94",5361
25/06/2024,"2.316,60","16.376,1","74,45",5375
26/06/2024,"2.299,20","16.360,0","74,06",5421
27/06/2024,"2.324,50","16.425,0","73,73",5434
28/06/2024,"2.327,70","16.445,0","73,79",5432
1/7/2024,"2.327,60","16.390,0","75,71",5473
2/7/2024,"2.323,00","16.370,0","74,34",5487
3/7/2024,"2.359,80","16.400,0","71,97",5473
5/7/2024,"2.388,50","16.395,0","71,84",5465
8/7/2024,"2.355,20","16.370,0","71,97",5448
9/7/2024,"2.360,10","16.320,0","70,62",5469
10/7/2024,"2.372,20","16.390,0","72,89",5478
11/7/2024,"2.415,00","16.365,0","72,36",5483
12/7/2024,"2.414,00","16.325,0","73,86",5460
15/07/2024,"2.422,90","16.275,0","70,92",5475
16/07/2024,"2.462,40","16.250,0","72,29",5509
17/07/2024,"2.454,80","16.245,0","71,44",5537
18/07/2024,"2.451,80","16.235,0","72,09",5567
19/07/2024,"2.395,50","16.190,0","72,79",5573
22/07/2024,"2.392,00","16.135,0","72,79",5577
23/07/2024,"2.404,60","16.165,0","72,52",5634
24/07/2024,"2.413,30","16.175,0","72,48",5585
25/07/2024,"2.351,90","16.095,0","73,95",5615
26/07/2024,"2.380,00","16.150,0","73,25",5631
29/07/2024,"2.377,30","16.185,0","74,76",5667
30/07/2024,"2.405,00","16.215,0","74,27",5588
31/07/2024,"2.426,50","16.205,0","74,98",5545
1/8/2024,"2.435,00","16.210,0","77,19",5505
2/8/2024,"2.425,70","16.245,0","77,86",5564
5/8/2024,"2.401,70","16.285,0","76,67",5556
6/8/2024,"2.389,10","16.275,0","77,65",5427
7/8/2024,"2.390,50","16.295,0","75,71",5399
8/8/2024,"2.422,20","16.255,0","73,79",5459
9/8/2024,"2.432,10","16.230,0","72,30",5464
12/8/2024,"2.462,40","16.195,0","72,85",5436
13/08/2024,"2.466,70","16.180,0","73,37",5522
14/08/2024,"2.439,40","16.160,0","73,91",5447
15/08/2024,"2.453,10","16.030,0","76,19",5347
16/08/2024,"2.498,60","15.890,0","76,77",5186
19/08/2024,"2.501,80","15.920,0","76,82",5240
20/08/2024,"2.511,30","15.950,0","77,56",5200
21/08/2024,"2.508,40","15.830,0","76,36",5319
22/08/2024,"2.478,90","15.675,0","77,59",5344
23/08/2024,"2.508,40","15.690,0","78,46",5344
26/08/2024,"2.517,70","15.685,0","78,11",5434
27/08/2024,"2.516,00","15.545,0","77,04",5455
28/08/2024,"2.501,00","15.430,0","77,31",5543
29/08/2024,"2.525,70","15.480,0","77,93",5554
30/08/2024,"2.493,80","15.595,0","76,08",5608
3/9/2024,"2.489,90","15.485,0","77,09",5597
